JH_CALBODY,JH_INVBASDOC,LUHAO,PK_INSPECTIONCHECK,JH_INVNAME,JH_INSPECTIONRELAPLAN,JH_INSPECTIONRELAPLANNAME,JH_INSPECTIONPLAN,8区平均μm,Al%,As%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,Cu+Ni,C级,D级,Mo%,N%,Ni%,P+S%,Sn%,Ti夹杂,Ti夹杂物μm,备注,编号,脆性MAXμm,断面收缩率%,复核,硅含量%,过热级,基本组织,基体组织,晶粒度级,抗拉强度MPa,来源,磷含量%,硫含量%,炉号,锰含量%,偏析级,破断力KN,全脱碳μm,日期,JY_TIME,实测直径mm,索氏体率%,碳当量,碳当量%,碳含量%,椭圆度mm,网状组织级别级,网状组织级别级小于1,显微组织,心部马氏体岛级别级,样品来源,最大纵向横向夹杂尺寸μm,最深μm,CHECK_HG_FLAG,NASSISTNUM,NNUM,DSL
1001A110000000001H8R,1001A110000000009MGI,875,MD0000000005JQ8BLJSI,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.034,0.013,0.064,,0.5,0.5,0.001,0.006,0.017,0.014,0.003,,0,,1022,5,53.2,吕青,0.2,1,,,9.5,1036,,0.007,0.007,A811067,0.53,2,24.75,0,2018/3/18,2018/3/18 0:00,5.5,90,,0.778,0.739,0.12,0,,S+微量F+少量P,0,质量中心,1,0,合格,680725.5008,379287050,3.649740946
1001A110000000001H8R,1001A110000000009MGI,876,MD0000000005JQ8BLD3O,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.017,0.01,0.044,,0.5,0.5,0.001,0.006,0.017,0.016,0.003,,0,,1096,5,48.9,崔恒伟,0.19,1,,,9.5,1008,,0.009,0.007,A810637,0.54,1,24.03,0,2018/2/24,2018/2/24 0:00,5.51,90,,0.752,0.71,0.05,0,,S+微量F+少量P,0,质量中心,1,0,合格,268026.2283,193130501,3.345778646
1001A110000000001H8R,0001A11000000000JJN3,877,MD0000000005JQ8B4WQH,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.024,0.01,,,0.5,0.5,0.002,,0.002,0.023,,0,,,1246,,46.3,    崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1116,质量中心,0.015,0.008,1817585C,0.54,2,26.88,0,2018/10/19,2018/10/19 0:00,5.54,90,,,0.832,0.06,0,,,0,,1,0,合格,1595637.7,1111307262,4.542218762
1001A110000000001H8R,0001A11000000000JJN3,878,MD0000000005JQ8B3FGX,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.019,0.01,,,0.5,0.5,0.001,,0.018,0.022,,0,,,436,,44.2,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1111,质量中心,0.013,0.009,1832631,0.55,1,27.07,0,2018/5/4,2018/5/4 0:00,5.57,90,,,0.842,0.1,0,,,0,,1,0,合格,1317934.708,491260334,1.752878243
1001A110000000001H8R,1001A110000000009MGI,879,MD0000000005JQ8BND1Q,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.01,0.013,0.025,,0.5,0.5,0.001,0.006,0.002,0.017,0.002,,0,,1474,5,53.6,崔恒伟,0.21,1,,,9.5,1065,,0.008,0.009,A816111,0.5,2,25.48,0,2018/10/28,2018/10/28 0:00,5.52,90,,0.762,0.732,0.04,0,,S+微量F+少量P,0,质量中心,1,0,合格,2762224.27,1864478580,2.715591338
1001A110000000001H8R,0001A11000000000JJN3,880,MD0000000005JQ8B57J5,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,9,0.001,,0.5,0.5,0.026,0.013,,,0.5,0.5,0.002,,0.002,0.018,,0,,,252,,50.1,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1129,质量中心,0.012,0.006,1819086,0.52,2,27.01,0,2018/12/8,2018/12/8 0:00,5.52,90,,,0.802,0.05,0,,,0,,1,45,合格,2321351.962,1131123642,3.610698493
1001A110000000001H8R,1001A1100000000CP7W8,881,MD0000000005JQ8B8HXM,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.021,0.014,,,0.5,0.5,0.001,,0.002,0.012,,0,,,527,,45.4,崔恒伟,0.21,1,,S+微量F+少量P,9.5,1106,质量中心,0.006,0.006,1839552,0.54,2,26.09,0,2018/11/14,2018/11/14 0:00,5.48,90,,,0.726,0.18,0,,,0,,1,0,合格,757818.3,370975540,2.494851786
1001A110000000001H8R,0001A11000000000JJN3,882,MD0000000005JQ8B52S1,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.028,0.012,,,0.5,0.5,0.001,,0.002,0.024,,0,,,345,,45.4,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1164,质量中心,0.012,0.012,1828858,0.51,2,28.15,0,2018/11/7,2018/11/7 0:00,5.55,90,,,0.837,0.16,0,,,0,,1,0,合格,2286492.82,1025427721,2.424167271
1001A110000000001H8R,1001A1100000000CP7W8,883,MD0000000005JQ8B7NW9,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.026,0.01,,,0.5,0.5,0.001,,0.001,0.021,,0,,,1124,,48.3,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1059,质量中心,0.013,0.008,1835610,0.53,2,25.25,,2018/7/17,2018/7/17 0:00,5.51,90,,,0.721,0.15,0,,,0,,1,0,合格,53027.71441,29272227,2.704526558
1001A110000000001H8R,0001B21000000004ZBB3,884,MD0000000005JQ8BDA1K,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,13,0.004,,0.5,0.5,0.012,0.011,,,0.5,0.5,0.001,,0.017,0.019,,0,,,574,,42.5,,0.19,1,,S+微量Fe3C+少量P,9.5,1152,质量中心,0.012,0.007,A715234,0.53,1,27.77,0,2017/12/14,2017/12/14 0:00,5.54,90,,,0.831,0.15,0,,,0,,1,30,合格,793040.9567,220885308,0.769386415
1001A110000000001H8R,1001A110000000009MGI,885,MD0000000005JQ8BL7LC,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.022,0.013,0.053,,0.5,0.5,0.001,0.006,0.018,0.018,0.003,,0,,928,5,47.5,崔恒伟,0.21,1,,,9.5,1060,,0.009,0.009,A820288,0.52,1,25.37,0,2018/2/24,2018/2/24 0:00,5.52,90,,0.741,0.705,0.14,0,,S+微量F+少量P,0,质量中心,1,0,合格,595091.0023,398999112,4.123709488
1001A110000000001H8R,1001A1100000000CP7W8,886,MD0000000005JQ8B6EHK,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,10,0.001,,0.5,0.5,0.034,0.011,,,0.5,0.5,0.001,,0.017,0.013,,0,,,1108,,44.9,崔恒伟,0.19,1,,S+微量F+少量P,9.5,1050,质量中心,0.008,0.005,1830347,0.52,2,25.4,0,2018/1/19,2018/1/19 0:00,5.54,90,,,0.711,0.11,0,,,0,,1,48,合格,50222.03928,15993499,0.752499444
1001A110000000001H8R,0001A11000000000JJN3,887,MD0000000005JQ8B1ZP2,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.018,0.008,,,0.5,0.5,0.001,,0.018,0.02,,0,,,1472,,43.1,,0.2,1,,S+微量Fe3C+少量P,9.5,1093,质量中心,0.012,0.008,1739583,0.54,2,26.35,0,2017/12/25,2017/12/25 0:00,5.54,90,,,0.838,0.13,0,,,0,,1,0,合格,2311505.322,1077768124,2.484715597
1001A110000000001H8R,0001A11000000000JJN3,888,MD0000000005JQ8B21KZ,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.038,0.008,,,0.5,0.5,0.001,,0.018,0.015,,0,,,124,,43.5,崔恒伟,0.18,1,,S+微量Fe3C+少量P,9.5,1132,质量中心,0.011,0.004,1739660,0.55,2,27.78,0,2018/1/1,2018/1/1 0:00,5.59,90,,,0.841,0.19,0,,,0,,1,0,合格,1674969.982,923537437,2.366852469
1001A110000000001H8R,0001A11000000000JJN3,889,MD0000000005JQ8B1Z02,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.019,0.009,,,0.5,0.5,0.001,,0.018,0.016,,0,,,1442,,50.8,,0.19,1,,S+微量Fe3C+少量P,9.5,1097,质量中心,0.01,0.006,1739291A,0.47,2,26.64,0,2017/12/25,2017/12/25 0:00,5.56,90,,,0.838,0.11,0,,,0,,1,0,合格,1306120.194,570626742,2.245804869
1001A110000000001H8R,0001A11000000000JJN3,890,MD0000000005JQ8B4J2I,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.015,0.01,,,0.5,0.5,0.001,,0.002,0.018,,0,,,732,,48,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1124,质量中心,0.012,0.006,1836994,0.51,2,26.62,0,2018/9/17,2018/9/17 0:00,5.49,90,,,0.819,0.08,0,,,0,,1,0,合格,1037391.958,439499314.8,3.806282846
1001A110000000001H8R,1001A1100000000CP7W8,891,MD0000000005JQ8B70TQ,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.023,0.008,,,0.5,0.5,0.001,,0.018,0.025,,0,,,524,,48.1,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1061,质量中心,0.008,0.017,1833781,0.55,2,26.23,0,2018/5/8,2018/5/8 0:00,5.57,90,,,0.709,0.09,0,,,0,,1,0,合格,859409.4431,354835934,1.324640019
1001A110000000001H8R,0001A11000000000JJN3,892,MD0000000005JQ8B315J,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.019,0.008,,,0.5,0.5,0.001,,0.019,0.02,,0,,,652,,44.9,吕青,0.2,1,,S+微量Fe3C+少量P,9.5,1201,质量中心,0.011,0.009,1832844,0.56,2,28.32,0,2018/4/14,2018/4/14 0:00,5.48,90,,,0.84,0.15,0,,,0,,1,0,合格,1937838.545,1151373339,3.138995696
1001A110000000001H8R,0001A11000000000JJN3,893,MD0000000005JQ8B1Q9H,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,9,0.004,,0.5,0.5,0.031,0.008,,,0.5,0.5,0.001,,0.018,0.024,,0,,,872,,43.4,,0.19,1,,S+微量Fe3C+少量P,9.5,1141,质量中心,0.014,0.01,1739075,0.53,2,27.4,0,2017/12/15,2017/12/15 0:00,5.53,90,,,0.845,0.13,0,,,0,,1,28,合格,293685.0486,192075936,3.46946781
1001A110000000001H8R,0001A11000000000JJN3,894,MD0000000005JQ8B2NP1,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,7,0.004,,0.5,0.5,0.035,0.011,,,0.5,0.5,0.001,,0.019,0.026,,0,,,688,,44.1,吕青,0.18,1,,S+微量Fe3C+少量P,9.5,1136,质量中心,0.015,0.011,1832042,0.52,2,27.88,0,2018/3/16,2018/3/16 0:00,5.59,90,,,0.811,0.2,0,,,0,,1,33,合格,1308525.95,688582075,2.888696557
1001A110000000001H8R,0001A11000000000JJN3,895,MD0000000005JQ8B40OY,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.032,0.012,,,0.5,0.5,0.001,,0.001,0.036,,0,,,656,,44.5,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1124,质量中心,0.022,0.014,1835297,0.54,2,27.39,,2018/7/10,2018/7/10 0:00,5.57,90,,,0.828,0.3,0,,,0,,1,0,合格,1832840.53,884072164,2.556204853
1001A110000000001H8R,0001A11000000000JJN3,896,MD0000000005JQ8B4BEL,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.014,0.006,,,0.5,0.5,0.003,,0.002,0.021,,0,,,1114,,44.9,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1120,质量中心,0.015,0.006,1836866Y,0.51,2,27.09,0,2018/8/25,2018/8/25 0:00,5.55,90,,,0.805,0.09,0,,,0,,1,0,合格,1002689.957,504862066,2.078150995
1001A110000000001H8R,0001A11000000000JJN3,897,MD0000000005JQ8B4RKE,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.015,0.009,,,0.5,0.5,0.002,,0.002,0.017,,0,,,460,,48.9,崔恒伟,0.16,1,,S+微量Fe3C+少量P,9.5,1125,质量中心,0.011,0.006,1817035,0.46,2,26.82,0,2018/10/5,2018/10/5 0:00,5.51,90,,,0.817,0.06,0,,,0,,1,0,合格,2368274.16,1034716381,2.130800898
1001A110000000001H8R,0001A11000000000JJN3,898,MD0000000005JQ8B3G52,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.019,0.008,,,0.5,0.5,0.001,,0.018,0.029,,0,,,476,,43.8,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1137,质量中心,0.014,0.015,1833250,0.55,2,27.2,0,2018/5/8,2018/5/8 0:00,5.52,90,,,0.826,0.12,0,,,0,,1,0,合格,2797041.46,884776383,1.382712073
1001A110000000001H8R,1001A1100000000CP7W8,899,MD0000000005JQ8B8IWA,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.021,0.011,,,0.5,0.5,0.001,,0.002,0.015,,0,,,576,,45.4,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1042,质量中心,0.008,0.007,1839699,0.53,2,24.93,0,2018/11/17,2018/11/17 0:00,5.52,90,,,0.721,0.14,0,,,0,,1,0,合格,866376.4,474652437,2.281486375
1001A110000000001H8R,1001A110000000009MGI,900,MD0000000005JQ8BN39V,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.009,0.013,0.024,,0.5,0.5,0.001,0.006,0.002,0.016,0.002,,0,,970,5,49.3,崔恒伟,0.18,1,,,9.5,1040,,0.008,0.008,A825332,0.54,2,25.26,0,2018/9/28,2018/9/28 0:00,5.56,90,,0.765,0.723,0.04,0,,S+微量F+少量P,0,质量中心,1,0,合格,357819.31,167983475,1.358425545
1001A110000000001H8R,0001A11000000000JJN6,901,MD0000000005JQ8BG6D8,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,4,0.004,,0.5,0.5,0.016,0.007,0.041,,0.5,0.5,0.001,0.006,0.018,0.015,0.003,,0,,888,5,45.4,崔恒伟,0.17,1,,,9.5,1100,,0.009,0.006,1830052,0.53,2,26.33,0,2018/1/12,2018/1/12 0:00,5.52,90,,0.866,0.827,0.1,0,,S+微量Fe3C+少量P,0,质量中心,1,35,合格,900312.08,594413789,6.980321708
1001A110000000001H8R,0001A11000000000JJN3,902,MD0000000005JQ8B20ZL,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,4,0.004,,0.5,0.5,0.026,0.009,,,0.5,0.5,0.001,,0.018,0.024,,0,,,72,,48.2,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1133,质量中心,0.016,0.008,1739713,0.53,2,28,0,2018/1/1,2018/1/1 0:00,5.61,90,,,0.804,0.11,0,,,0,,1,34,合格,1534794.746,704357113,2.173192896
1001A110000000001H8R,0001A11000000000JJN3,903,MD0000000005JQ8B2D1S,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.032,0.008,,,0.5,0.5,0.001,,0.02,0.023,,0,,,408,,44.4,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1148,质量中心,0.015,0.008,1820795,0.52,2,27.28,0,2018/2/2,2018/2/2 0:00,5.5,90,,,0.804,0.06,0,,,0,,1,0,合格,1662488.096,917870461,1.985732033
1001A110000000001H8R,0001A11000000000JJN3,904,MD0000000005JQ8B2DPB,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,5,0.004,,0.5,0.5,0.022,0.009,,,0.5,0.5,0.001,,0.019,0.01930012,,0,,,484,,43.3,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1134,质量中心,0.01430012,0.005,1830715,0.53,2,27.73,0,2018/2/2,2018/2/2 0:00,5.58,90,,,0.823,0.09,0,,,0,,1,37,合格,2236019.9,958666671,1.768662495
1001A110000000001H8R,0001A11000000000JJN3,905,MD0000000005JQ8B30MA,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,12,0.004,,0.5,0.5,0.027,0.013,,,0.5,0.5,0.001,,0.019,0.021,,0,,,604,,45.1,吕青,0.21,1,,S+微量Fe3C+少量P,9.5,1110,质量中心,0.011,0.01,1832316,0.54,2,26.93,0,2018/4/14,2018/4/14 0:00,5.56,90,,,0.846,0.16,0,,,0,,1,34,合格,2458950.597,977565032,1.97396528
1001A110000000001H8R,0001A11000000000JJN3,906,MD0000000005JQ8B1YXZ,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.027,0.009,,,0.5,0.5,0.001,,0.018,0.017,,0,,,1440,,46.3,,0.18,1,,S+微量Fe3C+少量P,9.5,1109,质量中心,0.011,0.006,1718038,0.52,2,26.73,0,2017/12/25,2017/12/25 0:00,5.54,90,,,0.807,0.13,0,,,0,,1,0,合格,1903018.441,1041201574,2.80637115
1001A110000000001H8R,0001A11000000000JJN3,907,MD0000000005JQ8B2248,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,4,0.004,,0.5,0.5,0.024,0.008,,,0.5,0.5,0.001,,0.019,0.016,,0,,,142,,44.8,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1144,质量中心,0.011,0.005,1739656,0.55,2,27.37,0,2018/1/1,2018/1/1 0:00,5.52,90,,,0.84,0.14,0,,,0,,1,34,合格,1966692.737,933721905,2.180872597
1001A110000000001H8R,0001A11000000000JJN3,908,MD0000000005JQ8B439U,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.019,0.01,,,0.5,0.5,0.003,,0.001,0.024,,0,,,1514,,50.6,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1138,质量中心,0.019,0.005,1835803A,0.52,2,27.52,,2018/7/26,2018/7/26 0:00,5.55,90,,,0.831,0.18,0,,,0,,1,0,合格,1358741.719,582444187,2.32484942
1001A110000000001H8R,0001A11000000000JJN3,909,MD0000000005JQ8B30SP,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,4,0.004,,0.5,0.5,0.021,0.009,,,0.5,0.5,0.001,,0.018,0.018,,0,,,610,,44.3,吕青,0.19,1,,S+微量Fe3C+少量P,9.5,1098,质量中心,0.01,0.008,1832865,0.54,2,27.05,0,2018/4/14,2018/4/14 0:00,5.6,90,,,0.824,0.1,0,,,0,,1,28,合格,1879636.767,1012351707,2.790767223
1001A110000000001H8R,0001A11000000000JJN3,910,MD0000000005JQ8B3NKS,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.025,0.008,,,0.5,0.5,0.001,,0.02,0.028,,0,,,1136,,44.6,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1121,质量中心,0.011,0.017,1834210,0.54,2,26.73,0,2018/5/24,2018/5/24 0:00,5.51,90,,,0.819,0.16,0,,,0,,1,0,合格,1606643.338,918419504,3.40966379
1001A110000000001H8R,1001A1100000000CP7W8,911,MD0000000005JQ8B71RY,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.029,0.009,,,0.5,0.5,0.001,,0.019,0.019,,0,,,580,,51.8,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1029,质量中心,0.008,0.011,1833804,0.54,2,25.52,0,2018/5/8,2018/5/8 0:00,5.62,90,,,0.741,0.19,0,,,0,,1,0,合格,1779776.762,697242002,2.352826441
1001A110000000001H8R,0001A11000000000JJN3,912,MD0000000005JQ8B4KSJ,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,6,0.001,,0.5,0.5,0.019,0.01,,,0.5,0.5,0.002,,0.002,0.027,,0,,,64,,47.7,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1149,质量中心,0.016,0.011,1837896,0.53,2,26.81,0,2018/10/1,2018/10/1 0:00,5.45,90,,,0.836,0.17,0,,,0,,1,25,合格,743144.9633,321943472,3.30331374
1001A110000000001H8R,0001A11000000000JJN3,913,MD0000000005JQ8B3E4N,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.03,0.008,,,0.5,0.5,0.001,,0.02,0.019,,0,,,348,,46.2,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1168,质量中心,0.012,0.007,1833549,0.52,2,28.35,0,2018/5/4,2018/5/4 0:00,5.56,90,,,0.835,0.28,0,,,0,,1,0,合格,2099319.895,520209948,1.079636378
1001A110000000001H8R,1001A110000000009MGI,914,MD0000000005JQ8BM7NW,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.018,0.01,0.045,,0.5,0.5,0.001,0.006,0.017,0.014,0.003,,0,,104,5,49.6,崔恒伟,0.19,1,,,9.5,1019,,0.007,0.007,A812842,0.52,1,24.65,0,2018/6/1,2018/6/1 0:00,5.55,90,,0.769,0.733,0.22,0,,S+微量F+少量P,0,质量中心,1,0,合格,2876715.537,1640612160,4.040669868
1001A110000000001H8R,0001A11000000000JJMI,915,MD0000000005JQ8B9HGI,青钢C92D2E,IR0000000005ITOC3001,盘条C90（001）,MD0000000005IS3HT4JC,13,0.004,,0.5,0.5,0.19,0.008,,0.033,0.5,0.5,0.001,0.006,0.025,0.02,0.003,,0,,980,5,42,吕青,0.2,1,,,9.5,1285,,0.017,0.003,1833078,0.38,2,30.42,0,2018/4/19,2018/4/19 0:00,5.49,90,1.03529167,,0.925,0.17,0,,S+微量Fe3C+少量P,0,质量中心,1,36,合格,702900.7961,419452866.4,6.06834202
1001A110000000001H8R,0001A11000000000JJN3,916,MD0000000005JQ8B4W0T,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,5,0.001,,0.5,0.5,0.012,0.009,,,0.5,0.5,0.002,,0.002,0.025,,0,,,1174,,51,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1156,质量中心,0.017,0.008,1838101,0.54,2,27.06,0,2018/10/19,2018/10/19 0:00,5.46,90,,,0.827,0.05,0,,,0,,1,38,合格,1903115.5,999041915,2.0575031
1001A110000000001H8R,0001A11000000000JJN3,917,MD0000000005JQ8B4OLG,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,12,0.001,,0.5,0.5,0.049,0.011,,,0.5,0.5,0.002,,0.002,0.027,,0,,,226,,50.1,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1160,质量中心,0.014,0.013,1827671,0.51,1,27.75,0,2018/10/1,2018/10/1 0:00,5.52,90,,,0.821,0.04,0,,,0,,1,43,合格,2159198.563,1158794164,3.926550623
1001A110000000001H8R,0001B21000000004ZBB3,918,MD0000000005JQ8BDTOS,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.012,0.013,,,0.5,0.5,0.001,,0.002,0.028,,0,,,786,,45.1,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1158,质量中心,0.016,0.012,A825514,0.5,2,26.81,0,2018/10/8,2018/10/8 0:00,5.43,90,,,0.829,0.11,0,,,0,,1,0,合格,2622535.694,715085923,1.159545241
1001A110000000001H8R,0001A11000000000JJN3,919,MD0000000005JQ8B46EX,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.022,0.012,,,0.5,0.5,0.004,,0.01,0.032,,0,,,202,,43.8,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1086,质量中心,0.017,0.015,1835982,0.53,2,27.02,0,2018/8/1,2018/8/1 0:00,5.63,90,,,0.832,0.14,0,,,0,,1,0,合格,2062750.085,734243857,1.604664023
1001A110000000001H8R,0001B21000000004ZBB3,920,MD0000000005JQ8BDLW5,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.013,0.014,,,0.5,0.5,0.004,,0.001,0.024,,0,,,1570,,40.8,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1145,质量中心,0.014,0.01,A823770,0.51,2,27.48,,2018/7/23,2018/7/23 0:00,5.53,90,,,0.848,0.24,0,,,0,,1,0,合格,2616580.423,922006345,1.649112038
1001A110000000001H8R,1001A110000000009MGI,921,MD0000000005JQ8BLB9K,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.01,0.011,0.039,,0.5,0.5,0.001,0.006,0.018,0.016,0.003,,0,,1040,5,46.6,崔恒伟,0.19,1,,,9.5,1020,,0.007,0.009,A810598,0.51,1,24.24,0,2018/2/24,2018/2/24 0:00,5.5,90,,0.776,0.743,0.11,0,,S+微量F+少量P,0,质量中心,1,0,合格,3728344.049,2648709845,3.162176127
1001A110000000001H8R,1001A1100000000CP7W8,922,MD0000000005JQ8B6MPE,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.027,0.009,,,0.5,0.5,0.001,,0.018,0.014,,0,,,948,,49.7,吕青,0.19,1,,S+F微量+P少量,9.5,1016,质量中心,0.007,0.007,1821621,0.51,1,23.83,0,2018/3/21,2018/3/21 0:00,5.49,90,,,0.703,0.15,0,,,0,,1,0,合格,573467.2443,276765436,1.348342833
1001A110000000001H8R,0001A11000000000JJN3,923,MD0000000005JQ8B4585,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.023,0.01,,,0.5,0.5,0.004,,0.002,0.018,,0,,,130,,46.3,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1169,质量中心,0.012,0.006,1835945,0.53,2,28.48,0,2018/8/1,2018/8/1 0:00,5.57,90,,,0.845,0.1,0,,,0,,1,0,合格,1000336.785,431399453,1.893417493
